"REF_DATE","GEO","DGUID","Culture, recreation and sports facilities","Overall physical condition of assets","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Nova Scotia","2016A000212","Indoor pools, 50 metres or longer","Poor","Percentage","242","units","0","v1001730887","4.7.2","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor pools, 50 metres or longer","Fair","Percentage","242","units","0","v1001730896","4.7.3","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor pools, 50 metres or longer","Good","Percentage","242","units","0","v1001730905","4.7.4","48.1","C","","","1"
"2020","Nova Scotia","2016A000212","Indoor pools, 50 metres or longer","Very good","Percentage","242","units","0","v1001730914","4.7.5","51.9","C","","","1"
"2020","Nova Scotia","2016A000212","Indoor pools, 50 metres or longer","Physical condition unknown","Percentage","242","units","0","v1001730923","4.7.6","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor pools, leisure pools","Very poor","Percentage","242","units","0","v1001730934","4.8.1","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor pools, leisure pools","Poor","Percentage","242","units","0","v1001730946","4.8.2","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor pools, leisure pools","Fair","Percentage","242","units","0","v1001730958","4.8.3","47.4","D","","","1"
"2020","Nova Scotia","2016A000212","Indoor pools, leisure pools","Good","Percentage","242","units","0","v1001730970","4.8.4","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor pools, leisure pools","Very good","Percentage","242","units","0","v1001730982","4.8.5","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor pools, leisure pools","Physical condition unknown","Percentage","242","units","0","v1001730994","4.8.6","52.6","D","","","1"
"2020","Nova Scotia","2016A000212","Outdoor pools","Very poor","Percentage","242","units","0","v1001731006","4.9.1","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor pools","Poor","Percentage","242","units","0","v1001731017","4.9.2","6.4","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor pools","Fair","Percentage","242","units","0","v1001731028","4.9.3","37.2","B","","","1"
"2020","Nova Scotia","2016A000212","Outdoor pools","Good","Percentage","242","units","0","v1001731039","4.9.4","56.4","B","","","1"
"2020","Nova Scotia","2016A000212","Outdoor pools","Very good","Percentage","242","units","0","v1001731050","4.9.5","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor pools","Physical condition unknown","Percentage","242","units","0","v1001731061","4.9.6","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor spray parks/splash pads/wading pools","Very poor","Percentage","242","units","0","v1234816917","4.28.1","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor spray parks/splash pads/wading pools","Poor","Percentage","242","units","0","v1234816915","4.28.2","10.6","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor spray parks/splash pads/wading pools","Fair","Percentage","242","units","0","v1234816913","4.28.3","16.3","B","","","1"
"2020","Nova Scotia","2016A000212","Outdoor spray parks/splash pads/wading pools","Good","Percentage","242","units","0","v1234816914","4.28.4","31.3","B","","","1"
"2020","Nova Scotia","2016A000212","Outdoor spray parks/splash pads/wading pools","Very good","Percentage","242","units","0","v1234816916","4.28.5","37.7","B","","","1"
"2020","Nova Scotia","2016A000212","Outdoor spray parks/splash pads/wading pools","Physical condition unknown","Percentage","242","units","0","v1234816912","4.28.6","4.1","A","","","1"
"2020","Nova Scotia","2016A000212","Galleries","Very poor","Percentage","242","units","0","v1001729536","4.12.1","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Galleries","Poor","Percentage","242","units","0","v1001729547","4.12.2","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Galleries","Fair","Percentage","242","units","0","v1001729558","4.12.3","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Galleries","Good","Percentage","242","units","0","v1001729569","4.12.4","74.4","C","","","1"
"2020","Nova Scotia","2016A000212","Galleries","Very good","Percentage","242","units","0","v1001729580","4.12.5","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Galleries","Physical condition unknown","Percentage","242","units","0","v1001729591","4.12.6","25.6","C","","","1"
"2020","Nova Scotia","2016A000212","Libraries","Very poor","Percentage","242","units","0","v1001729602","4.13.1","1.5","A","","","1"
"2020","Nova Scotia","2016A000212","Libraries","Poor","Percentage","242","units","0","v1001729616","4.13.2","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Libraries","Fair","Percentage","242","units","0","v1001729630","4.13.3","17.8","A","","","1"
"2020","Nova Scotia","2016A000212","Libraries","Good","Percentage","242","units","0","v1001729644","4.13.4","38.9","A","","","1"
"2020","Nova Scotia","2016A000212","Libraries","Very good","Percentage","242","units","0","v1001729658","4.13.5","33.6","A","","","1"
"2020","Nova Scotia","2016A000212","Libraries","Physical condition unknown","Percentage","242","units","0","v1001729672","4.13.6","8.3","A","","","1"
"2020","Nova Scotia","2016A000212","Museums and archives","Very poor","Percentage","242","units","0","v1001729686","4.14.1","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Museums and archives","Poor","Percentage","242","units","0","v1001729700","4.14.2","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Museums and archives","Fair","Percentage","242","units","0","v1001729714","4.14.3","30.4","A","","","1"
"2020","Nova Scotia","2016A000212","Museums and archives","Good","Percentage","242","units","0","v1001729728","4.14.4","64.0","A","","","1"
"2020","Nova Scotia","2016A000212","Museums and archives","Very good","Percentage","242","units","0","v1001729742","4.14.5","5.6","A","","","1"
"2020","Nova Scotia","2016A000212","Museums and archives","Physical condition unknown","Percentage","242","units","0","v1001729756","4.14.6","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Presentation and performance spaces","Very poor","Percentage","242","units","0","v1001729770","4.15.1","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Presentation and performance spaces","Poor","Percentage","242","units","0","v1001729783","4.15.2","4.6","A","","","1"
"2020","Nova Scotia","2016A000212","Presentation and performance spaces","Fair","Percentage","242","units","0","v1001729796","4.15.3","19.9","A","","","1"
"2020","Nova Scotia","2016A000212","Presentation and performance spaces","Good","Percentage","242","units","0","v1001729809","4.15.4","51.2","B","","","1"
"2020","Nova Scotia","2016A000212","Presentation and performance spaces","Very good","Percentage","242","units","0","v1001729822","4.15.5","24.3","B","","","1"
"2020","Nova Scotia","2016A000212","Presentation and performance spaces","Physical condition unknown","Percentage","242","units","0","v1001729835","4.15.6","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indigenous culture facilities","Very poor","Percentage","242","units","0","v1234816881","4.29.1","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indigenous culture facilities","Poor","Percentage","242","units","0","v1234816879","4.29.2","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indigenous culture facilities","Fair","Percentage","242","units","0","v1234816877","4.29.3","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indigenous culture facilities","Good","Percentage","242","units","0","v1234816878","4.29.4","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indigenous culture facilities","Very good","Percentage","242","units","0","v1234816880","4.29.5","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Indigenous culture facilities","Physical condition unknown","Percentage","242","units","0","v1234816876","4.29.6","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Community centres (senior and youth centres)","Very poor","Percentage","242","units","0","v1001729848","4.16.1","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Community centres (senior and youth centres)","Poor","Percentage","242","units","0","v1001729862","4.16.2","14.3","A","","","1"
"2020","Nova Scotia","2016A000212","Community centres (senior and youth centres)","Fair","Percentage","242","units","0","v1001729876","4.16.3","17.1","A","","","1"
"2020","Nova Scotia","2016A000212","Community centres (senior and youth centres)","Good","Percentage","242","units","0","v1001729890","4.16.4","53.2","A","","","1"
"2020","Nova Scotia","2016A000212","Community centres (senior and youth centres)","Very good","Percentage","242","units","0","v1001729904","4.16.5","13.9","A","","","1"
"2020","Nova Scotia","2016A000212","Community centres (senior and youth centres)","Physical condition unknown","Percentage","242","units","0","v1001729918","4.16.6","1.5","A","","","1"
"2020","Nova Scotia","2016A000212","Indoor gymnasiums","Very poor","Percentage","242","units","0","v1234816875","4.30.1","3.3","A","","","1"
